Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas1971          Pavarde1971         7    6    1    3    10   5    10   10   2    3    3    
Vardas1972          Pavarde1972         1    7    3    8    1    5    1    1    3    4    4    
Vardas1973          Pavarde1973         2    8    2    5    9    5    3    1    10   6    10   
Vardas1974          Pavarde1974         10   1    3    4    4    8    10   10   8    10   9    
Vardas1975          Pavarde1975         10   5    7    10   10   7    4    7    4    8    8    
Vardas1976          Pavarde1976         9    3    10   7    3    10   8    6    10   6    5    
Vardas1977          Pavarde1977         2    1    3    5    8    10   7    8    8    1    1    
Vardas1978          Pavarde1978         7    10   4    6    3    3    10   7    6    9    4    
Vardas1979          Pavarde1979         1    3    9    1    10   4    6    5    1    1    3    
Vardas1980          Pavarde1980         1    5    4    9    3    10   5    10   2    3    6    
Vardas1981          Pavarde1981         7    3    2    3    7    2    3    6    8    1    9    
Vardas1982          Pavarde1982         7    9    5    7    4    2    6    1    2    3    7    
Vardas1983          Pavarde1983         6    3    6    9    5    7    9    1    10   9    8    
Vardas1984          Pavarde1984         3    10   9    4    2    5    9    4    10   5    8    
Vardas1985          Pavarde1985         6    2    2    4    3    7    6    6    1    3    10   
Vardas1986          Pavarde1986         1    7    8    7    1    6    1    7    1    9    10   
Vardas1987          Pavarde1987         4    5    2    3    2    9    6    4    3    4    1    
Vardas1988          Pavarde1988         3    5    5    9    4    2    4    10   7    1    1    
Vardas1989          Pavarde1989         8    6    6    5    2    8    6    9    3    8    2    
Vardas1990          Pavarde1990         3    4    9    2    2    5    8    5    1    7    7    
Vardas1991          Pavarde1991         4    7    5    10   1    9    3    5    2    4    5    
Vardas1992          Pavarde1992         2    10   1    6    8    3    10   9    7    6    1    
Vardas1993          Pavarde1993         6    3    10   3    10   2    3    3    5    4    7    
Vardas1994          Pavarde1994         2    10   8    7    3    7    4    7    1    7    2    
Vardas1995          Pavarde1995         4    8    2    4    2    1    2    4    1    1    1    
Vardas1996          Pavarde1996         3    4    2    4    9    8    1    8    8    8    5    
Vardas1997          Pavarde1997         5    5    2    8    1    9    10   3    6    5    10   
Vardas1998          Pavarde1998         4    1    1    8    8    2    4    8    1    2    6    
Vardas1999          Pavarde1999         2    5    7    1    3    10   5    2    1    6    9    
Vardas2000          Pavarde2000         5    6    6    7    5    1    5    8    10   3    10   
Vardas2001          Pavarde2001         4    2    1    3    2    10   7    1    2    9    8    
Vardas2002          Pavarde2002         9    2    7    10   10   6    9    3    6    4    4    
Vardas2003          Pavarde2003         2    10   10   6    8    8    5    2    10   8    4    
Vardas2004          Pavarde2004         7    8    9    7    10   5    2    8    8    2    1    
Vardas2005          Pavarde2005         2    6    8    7    6    8    10   7    3    6    2    
Vardas2006          Pavarde2006         4    10   6    3    5    10   9    7    6    10   10   
Vardas2007          Pavarde2007         2    8    2    7    2    5    6    2    8    1    2    
Vardas2008          Pavarde2008         2    1    1    5    3    4    3    6    8    6    2    
Vardas2009          Pavarde2009         3    10   6    10   7    5    3    7    3    5    5    
Vardas2010          Pavarde2010         10   2    3    10   10   9    1    2    5    5    8    
Vardas2011          Pavarde2011         7    9    6    2    3    1    5    10   2    5    9    
Vardas2012          Pavarde2012         1    5    7    9    10   5    1    8    8    2    8    
Vardas2013          Pavarde2013         3    5    1    1    7    8    2    7    10   5    10   
Vardas2014          Pavarde2014         4    9    9    2    9    1    4    10   10   6    6    
Vardas2015          Pavarde2015         1    8    6    10   2    3    6    5    6    6    10   
Vardas2016          Pavarde2016         4    9    7    9    10   5    9    10   5    10   1    
Vardas2017          Pavarde2017         5    6    4    5    1    8    10   1    5    5    2    
Vardas2018          Pavarde2018         8    7    1    5    1    1    4    10   4    5    10   
Vardas2019          Pavarde2019         2    4    9    6    1    4    2    1    9    1    1    
Vardas2020          Pavarde2020         1    6    9    5    9    2    2    1    2    5    10   
Vardas2021          Pavarde2021         3    6    6    1    10   1    5    9    1    8    5    
Vardas2022          Pavarde2022         10   2    8    4    1    5    8    6    3    3    5    
Vardas2023          Pavarde2023         1    6    7    9    3    8    7    3    7    3    9    
Vardas2024          Pavarde2024         6    10   2    5    8    9    2    10   6    8    10   
Vardas2025          Pavarde2025         5    10   6    2    9    8    3    2    10   9    5    
Vardas2026          Pavarde2026         5    6    10   3    5    3    6    10   8    4    10   
Vardas2027          Pavarde2027         5    10   2    9    9    9    5    5    2    6    8    
Vardas2028          Pavarde2028         2    1    3    7    4    9    3    6    4    1    10   
Vardas2029          Pavarde2029         5    4    4    9    10   1    4    4    5    2    1    
Vardas2030          Pavarde2030         7    2    10   1    4    1    10   10   4    6    10   
Vardas2031          Pavarde2031         7    9    8    10   7    9    4    10   5    5    2    
Vardas2032          Pavarde2032         6    8    6    9    6    2    4    5    1    2    6    
Vardas2033          Pavarde2033         10   9    9    1    10   5    2    5    7    2    10   
Vardas2034          Pavarde2034         6    5    5    7    2    4    6    7    1    4    1    
Vardas2035          Pavarde2035         9    1    3    3    9    3    10   5    2    3    2    
Vardas2036          Pavarde2036         7    1    3    9    1    8    5    6    9    3    2    
Vardas2037          Pavarde2037         3    10   7    4    1    2    7    2    10   3    5    
Vardas2038          Pavarde2038         1    7    8    3    10   5    5    5    10   1    5    
Vardas2039          Pavarde2039         3    8    4    7    2    5    9    4    4    2    1    
Vardas2040          Pavarde2040         7    10   6    2    7    5    2    5    3    2    6    
Vardas2041          Pavarde2041         3    8    7    1    9    10   7    2    3    1    7    
Vardas2042          Pavarde2042         10   2    1    4    3    7    6    8    4    6    5    
Vardas2043          Pavarde2043         5    10   4    8    7    6    6    8    10   8    6    
Vardas2044          Pavarde2044         2    7    4    3    4    8    7    9    9    3    6    
Vardas2045          Pavarde2045         9    8    3    1    5    1    7    4    8    2    8    
Vardas2046          Pavarde2046         8    2    3    5    4    9    6    9    9    2    7    
Vardas2047          Pavarde2047         9    4    2    10   8    4    3    1    5    10   6    
Vardas2048          Pavarde2048         9    3    8    4    6    10   7    4    3    6    3    
Vardas2049          Pavarde2049         2    1    8    8    2    10   4    4    8    5    5    
Vardas2050          Pavarde2050         1    1    2    10   3    6    10   8    1    8    8    
Vardas2051          Pavarde2051         2    6    5    9    9    6    7    9    7    9    3    
Vardas2052          Pavarde2052         4    10   7    2    4    7    4    2    6    1    1    
Vardas2053          Pavarde2053         1    5    2    8    7    10   6    5    8    9    10   
Vardas2054          Pavarde2054         5    6    4    1    7    2    2    5    1    9    3    
Vardas2055          Pavarde2055         4    6    1    5    2    6    7    5    5    3    2    
Vardas2056          Pavarde2056         10   2    8    6    7    8    8    5    3    1    6    
Vardas2057          Pavarde2057         10   9    8    6    8    9    6    9    1    1    9    
Vardas2058          Pavarde2058         6    8    4    9    7    6    3    7    5    5    7    
Vardas2059          Pavarde2059         6    5    2    8    3    9    2    9    3    8    9    
Vardas2060          Pavarde2060         1    7    5    2    5    8    9    1    4    7    8    
Vardas2061          Pavarde2061         2    3    6    10   8    9    6    6    10   3    4    
Vardas2062          Pavarde2062         1    9    2    1    4    6    6    4    10   6    10   
Vardas2063          Pavarde2063         10   4    7    7    7    6    4    3    4    7    6    
Vardas2064          Pavarde2064         7    9    4    2    1    4    8    2    5    1    7    
Vardas2065          Pavarde2065         8    5    8    2    7    5    8    5    5    10   6    
Vardas2066          Pavarde2066         6    10   3    7    4    5    9    3    6    3    9    
Vardas2067          Pavarde2067         6    4    6    3    2    7    3    3    10   4    9    
Vardas2068          Pavarde2068         2    3    3    2    2    5    2    1    10   5    8    
Vardas2069          Pavarde2069         2    5    5    7    4    8    3    8    4    3    8    
Vardas2070          Pavarde2070         5    7    5    1    4    9    10   3    8    3    3    
Vardas2071          Pavarde2071         3    3    8    3    10   2    7    7    3    6    9    
Vardas2072          Pavarde2072         10   9    2    4    7    2    6    2    9    7    5    
Vardas2073          Pavarde2073         1    9    1    9    8    4    5    1    7    9    6    
Vardas2074          Pavarde2074         1    10   1    9    8    10   5    2    10   8    1    
Vardas2075          Pavarde2075         8    5    7    9    3    6    7    2    3    6    6    
Vardas2076          Pavarde2076         1    6    2    3    2    10   5    8    3    9    7    
Vardas2077          Pavarde2077         3    9    7    1    7    1    10   1    4    4    7    
Vardas2078          Pavarde2078         10   8    4    4    2    6    6    4    7    3    3    
Vardas2079          Pavarde2079         1    6    6    7    6    6    5    5    4    1    8    
Vardas2080          Pavarde2080         1    7    9    6    2    6    3    6    8    4    4    
Vardas2081          Pavarde2081         1    2    1    8    8    5    6    4    7    5    1    
Vardas2082          Pavarde2082         8    3    3    1    5    1    6    3    2    4    10   
Vardas2083          Pavarde2083         5    2    10   6    5    4    9    10   5    4    1    
Vardas2084          Pavarde2084         10   6    7    2    1    3    3    9    1    6    5    
Vardas2085          Pavarde2085         8    9    7    7    5    5    6    2    7    3    7    
Vardas2086          Pavarde2086         8    6    1    5    5    6    10   8    6    5    1    
Vardas2087          Pavarde2087         9    8    3    9    7    9    4    10   3    3    10   
Vardas2088          Pavarde2088         2    6    8    7    3    1    1    2    10   2    8    
Vardas2089          Pavarde2089         5    2    5    2    2    7    9    10   10   8    4    
Vardas2090          Pavarde2090         5    6    5    4    4    10   5    4    6    3    8    
Vardas2091          Pavarde2091         8    2    2    4    4    8    6    4    9    9    2    
Vardas2092          Pavarde2092         9    9    3    3    10   7    10   9    9    5    4    
Vardas2093          Pavarde2093         8    6    6    2    7    5    3    8    9    1    2    
Vardas2094          Pavarde2094         4    1    2    2    4    10   8    2    5    10   2    
Vardas2095          Pavarde2095         5    9    2    1    2    6    8    7    3    3    10   
Vardas2096          Pavarde2096         7    4    10   7    8    2    1    4    3    10   10   
Vardas2097          Pavarde2097         5    10   5    3    10   2    10   4    6    9    7    
Vardas2098          Pavarde2098         9    6    4    10   4    10   3    8    5    5    9    
Vardas2099          Pavarde2099         4    9    1    10   7    6    1    10   6    4    3    
Vardas2100          Pavarde2100         7    4    5    6    8    3    10   1    5    7    1    
Vardas2101          Pavarde2101         8    10   1    4    5    3    5    10   7    8    10   
Vardas2102          Pavarde2102         7    3    10   8    9    10   10   4    5    6    1    
Vardas2103          Pavarde2103         10   4    4    7    3    1    6    2    3    1    7    
Vardas2104          Pavarde2104         6    1    5    7    8    1    4    5    10   10   2    
Vardas2105          Pavarde2105         5    5    10   2    8    1    8    9    3    9    9    
Vardas2106          Pavarde2106         2    6    8    10   10   9    5    10   1    10   9    
Vardas2107          Pavarde2107         8    6    3    6    2    4    8    4    10   4    5    
Vardas2108          Pavarde2108         5    7    9    3    9    10   8    10   10   7    7    
Vardas2109          Pavarde2109         9    8    10   6    3    9    10   7    2    2    10   
Vardas2110          Pavarde2110         6    8    6    2    9    7    7    5    3    2    3    
Vardas2111          Pavarde2111         6    3    6    10   4    5    2    8    2    9    7    
Vardas2112          Pavarde2112         2    1    5    9    1    8    2    4    7    9    5    
Vardas2113          Pavarde2113         1    1    4    9    7    6    2    6    4    10   6    
Vardas2114          Pavarde2114         2    4    8    9    5    7    10   10   6    9    2    
Vardas2115          Pavarde2115         8    9    10   7    1    1    7    2    3    10   1    
Vardas2116          Pavarde2116         3    5    8    9    3    9    4    10   9    7    6    
Vardas2117          Pavarde2117         6    3    6    7    9    3    6    4    2    8    1    
Vardas2118          Pavarde2118         7    1    7    7    8    7    8    9    7    4    4    
Vardas2119          Pavarde2119         7    8    6    5    5    1    4    2    9    3    1    
Vardas2120          Pavarde2120         3    1    6    1    1    6    7    3    9    9    7    
Vardas2121          Pavarde2121         1    3    8    9    9    4    9    2    4    3    7    
Vardas2122          Pavarde2122         7    4    5    2    3    5    9    10   9    2    5    
Vardas2123          Pavarde2123         9    3    4    8    8    10   1    10   9    9    1    
Vardas2124          Pavarde2124         3    3    1    2    10   1    10   8    5    9    5    
Vardas2125          Pavarde2125         8    5    4    3    4    7    8    9    6    6    6    
Vardas2126          Pavarde2126         5    4    3    6    4    7    7    7    8    5    1    
Vardas2127          Pavarde2127         5    8    7    1    1    7    8    3    5    2    1    
Vardas2128          Pavarde2128         7    3    1    4    9    6    10   9    3    6    1    
Vardas2129          Pavarde2129         5    1    6    9    8    7    7    7    6    2    10   
Vardas2130          Pavarde2130         6    9    10   9    1    9    10   3    6    4    6    
Vardas2131          Pavarde2131         7    3    10   8    7    5    2    10   9    10   4    
Vardas2132          Pavarde2132         3    6    5    2    5    10   2    5    5    5    4    
Vardas2133          Pavarde2133         3    9    9    8    8    4    3    9    10   3    4    
Vardas2134          Pavarde2134         6    5    4    3    4    6    3    7    4    5    8    
Vardas2135          Pavarde2135         10   3    2    3    5    6    9    3    4    6    10   
Vardas2136          Pavarde2136         5    9    3    2    5    1    3    8    5    4    6    
Vardas2137          Pavarde2137         4    6    3    5    6    7    9    1    9    8    2    
Vardas2138          Pavarde2138         3    4    1    4    4    5    8    1    2    10   9    
Vardas2139          Pavarde2139         8    7    6    4    1    7    9    8    6    10   3    
Vardas2140          Pavarde2140         7    3    1    1    7    9    3    10   3    2    7    
Vardas2141          Pavarde2141         5    8    8    3    10   8    2    5    4    1    8    
Vardas2142          Pavarde2142         6    4    8    8    2    1    10   2    8    5    5    
Vardas2143          Pavarde2143         3    2    10   3    4    5    8    10   10   7    5    
Vardas2144          Pavarde2144         6    9    7    3    6    5    8    10   9    6    10   
Vardas2145          Pavarde2145         9    6    10   10   3    9    5    8    3    6    1    
Vardas2146          Pavarde2146         8    2    4    5    4    2    2    5    2    8    3    
Vardas2147          Pavarde2147         3    3    5    1    8    5    8    8    4    3    1    
Vardas2148          Pavarde2148         6    8    5    7    7    6    9    2    5    3    2    
Vardas2149          Pavarde2149         7    9    8    8    5    3    1    7    4    5    6    
Vardas2150          Pavarde2150         5    1    2    1    8    3    9    1    10   6    4    
Vardas2151          Pavarde2151         1    6    4    10   5    7    7    5    10   8    8    
Vardas2152          Pavarde2152         8    7    1    1    2    2    2    4    7    6    3    
Vardas2153          Pavarde2153         5    2    8    3    4    7    10   4    9    8    3    
Vardas2154          Pavarde2154         7    8    6    6    4    1    2    10   1    3    8    
Vardas2155          Pavarde2155         10   1    8    10   4    3    6    2    1    8    8    
Vardas2156          Pavarde2156         9    2    2    3    9    1    9    3    4    8    2    
Vardas2157          Pavarde2157         2    5    8    7    5    9    6    5    5    6    9    
Vardas2158          Pavarde2158         1    5    9    3    10   10   4    3    4    3    1    
Vardas2159          Pavarde2159         7    10   8    1    3    1    3    6    8    4    9    
Vardas2160          Pavarde2160         1    8    8    4    7    3    4    2    4    1    5    
Vardas2161          Pavarde2161         6    4    2    8    4    9    6    5    7    1    1    
Vardas2162          Pavarde2162         8    10   7    10   4    10   9    5    5    9    10   
Vardas2163          Pavarde2163         6    7    7    5    3    9    3    3    2    7    6    
Vardas2164          Pavarde2164         8    4    9    1    5    3    9    3    4    2    10   
Vardas2165          Pavarde2165         5    2    2    6    10   2    6    9    7    2    5    
Vardas2166          Pavarde2166         3    2    5    4    4    3    10   4    6    6    9    
Vardas2167          Pavarde2167         9    1    2    1    8    3    6    4    8    10   10   
Vardas2168          Pavarde2168         3    8    8    5    6    1    1    9    9    9    8    
Vardas2169          Pavarde2169         10   5    4    5    2    3    2    7    1    6    4    
Vardas2170          Pavarde2170         10   8    1    8    8    5    6    5    3    8    10   
Vardas2171          Pavarde2171         8    9    7    1    2    3    8    4    8    1    10   
Vardas2172          Pavarde2172         6    3    5    9    6    6    4    2    9    9    10   
Vardas2173          Pavarde2173         4    1    6    10   6    1    1    1    8    6    8    
Vardas2174          Pavarde2174         5    1    8    3    4    2    8    10   6    1    7    
Vardas2175          Pavarde2175         4    3    4    2    3    1    1    7    8    10   2    
Vardas2176          Pavarde2176         2    8    1    6    5    5    10   1    10   10   2    
Vardas2177          Pavarde2177         5    3    6    6    4    7    7    3    8    7    7    
Vardas2178          Pavarde2178         6    8    10   2    1    5    7    1    7    4    2    
Vardas2179          Pavarde2179         10   6    5    4    1    5    2    6    2    7    9    
Vardas2180          Pavarde2180         1    3    5    7    10   3    5    3    6    7    8    
Vardas2181          Pavarde2181         5    9    7    2    6    7    6    6    1    2    1    
Vardas2182          Pavarde2182         9    5    7    6    8    10   9    9    8    7    1    
Vardas2183          Pavarde2183         6    8    10   8    10   2    7    5    2    5    2    
Vardas2184          Pavarde2184         1    9    4    9    6    7    5    5    1    7    6    
Vardas2185          Pavarde2185         9    1    10   1    1    4    3    1    3    7    1    
Vardas2186          Pavarde2186         9    2    3    7    9    6    6    9    9    6    5    
Vardas2187          Pavarde2187         4    7    6    6    5    6    3    7    7    10   8    
Vardas2188          Pavarde2188         7    4    5    10   5    1    5    2    4    2    5    
Vardas2189          Pavarde2189         5    4    6    8    5    6    4    4    1    6    1    
Vardas2190          Pavarde2190         10   6    8    4    10   2    7    7    1    4    4    
Vardas2191          Pavarde2191         10   3    9    2    9    6    8    10   10   2    10   
Vardas2192          Pavarde2192         9    10   3    6    4    1    9    2    8    4    6    
Vardas2193          Pavarde2193         10   3    9    1    3    4    8    1    3    4    5    
Vardas2194          Pavarde2194         1    4    2    10   5    2    10   1    8    1    1    
Vardas2195          Pavarde2195         10   7    10   10   1    2    7    4    5    7    7    
Vardas2196          Pavarde2196         10   3    7    7    9    10   9    2    3    9    9    
Vardas2197          Pavarde2197         4    10   8    2    5    1    9    2    10   5    6    
Vardas2198          Pavarde2198         4    10   5    10   5    3    2    4    1    6    1    
Vardas2199          Pavarde2199         8    5    6    10   9    9    9    4    3    1    4    
Vardas2200          Pavarde2200         1    1    3    7    5    4    8    4    9    2    6    
Vardas2201          Pavarde2201         3    5    9    10   8    3    5    4    5    10   2    
Vardas2202          Pavarde2202         3    7    5    3    7    1    10   3    5    4    8    
Vardas2203          Pavarde2203         9    7    10   7    2    4    2    4    5    2    10   
Vardas2204          Pavarde2204         1    9    10   5    5    2    3    7    1    1    9    
Vardas2205          Pavarde2205         10   7    5    4    5    1    4    10   10   7    9    
Vardas2206          Pavarde2206         6    10   6    7    2    3    5    8    2    1    10   
Vardas2207          Pavarde2207         4    5    9    9    1    4    3    8    3    10   2    
Vardas2208          Pavarde2208         3    9    3    4    2    2    3    3    2    5    10   
Vardas2209          Pavarde2209         5    8    5    7    6    2    3    4    1    10   1    
Vardas2210          Pavarde2210         7    1    10   9    9    2    1    1    7    9    8    
Vardas2211          Pavarde2211         4    6    5    6    5    10   1    4    8    8    10   
Vardas2212          Pavarde2212         10   1    8    5    3    7    3    4    8    5    8    
Vardas2213          Pavarde2213         6    2    4    9    1    1    5    8    8    4    1    
Vardas2214          Pavarde2214         9    9    9    3    3    9    6    7    10   5    7    
Vardas2215          Pavarde2215         7    5    2    5    4    3    2    9    3    8    1    
Vardas2216          Pavarde2216         4    8    9    9    5    10   1    2    5    2    9    
Vardas2217          Pavarde2217         1    2    8    1    6    4    2    10   9    5    1    
Vardas2218          Pavarde2218         8    9    5    6    1    2    1    6    2    1    9    
Vardas2219          Pavarde2219         3    5    3    8    8    8    9    5    10   6    9    
Vardas2220          Pavarde2220         10   3    10   3    3    7    5    10   8    1    4    
Vardas2221          Pavarde2221         1    6    7    7    3    1    6    3    2    4    3    
Vardas2222          Pavarde2222         5    8    10   10   4    3    4    4    10   8    5    
Vardas2223          Pavarde2223         1    4    5    8    8    10   8    9    9    9    6    
Vardas2224          Pavarde2224         7    3    1    4    6    6    2    7    9    2    1    
Vardas2225          Pavarde2225         9    7    2    9    7    4    9    1    2    10   2    
Vardas2226          Pavarde2226         2    5    1    7    5    8    5    5    7    2    2    
Vardas2227          Pavarde2227         2    6    10   10   8    1    7    2    8    1    2    
Vardas2228          Pavarde2228         2    7    1    3    3    10   4    4    6    1    8    
Vardas2229          Pavarde2229         6    9    5    4    7    5    1    1    3    3    4    
Vardas2230          Pavarde2230         4    9    2    2    10   3    10   9    1    6    6    
Vardas2231          Pavarde2231         9    1    6    3    1    5    10   5    8    2    8    
Vardas2232          Pavarde2232         1    9    8    9    6    5    3    5    7    8    6    
Vardas2233          Pavarde2233         1    2    10   6    6    6    6    7    6    10   7    
Vardas2234          Pavarde2234         5    1    6    3    10   8    5    1    7    10   9    
Vardas2235          Pavarde2235         5    1    8    6    9    3    9    7    10   10   4    
Vardas2236          Pavarde2236         1    8    5    7    10   7    7    1    6    5    6    
Vardas2237          Pavarde2237         3    7    8    9    10   7    6    6    2    8    6    
Vardas2238          Pavarde2238         5    7    9    4    2    1    3    9    2    9    6    
Vardas2239          Pavarde2239         10   7    3    1    9    3    2    2    8    4    9    
Vardas2240          Pavarde2240         1    10   6    7    4    5    5    6    6    6    4    
Vardas2241          Pavarde2241         2    4    8    5    10   10   4    3    10   7    2    
Vardas2242          Pavarde2242         9    3    8    5    3    8    2    2    5    6    7    
Vardas2243          Pavarde2243         9    2    9    3    6    2    3    6    1    1    6    
Vardas2244          Pavarde2244         6    3    1    9    1    1    1    5    3    6    1    
Vardas2245          Pavarde2245         5    1    1    1    8    2    9    8    1    5    9    
Vardas2246          Pavarde2246         6    1    6    4    5    2    9    7    2    8    1    
Vardas2247          Pavarde2247         9    4    3    4    8    4    6    4    10   8    2    
Vardas2248          Pavarde2248         9    5    9    10   4    9    7    3    9    10   1    
Vardas2249          Pavarde2249         2    4    9    6    1    1    4    9    1    8    4    
Vardas2250          Pavarde2250         6    9    2    8    1    2    9    9    4    10   5    
Vardas2251          Pavarde2251         6    10   9    2    4    3    4    10   6    9    4    
Vardas2252          Pavarde2252         2    8    2    10   3    8    9    8    8    10   3    
Vardas2253          Pavarde2253         6    4    8    6    1    3    3    7    3    3    5    
Vardas2254          Pavarde2254         1    9    8    6    4    7    5    5    6    9    2    
Vardas2255          Pavarde2255         8    2    4    5    8    3    4    9    5    5    9    
Vardas2256          Pavarde2256         10   6    5    8    8    10   4    6    6    6    1    
Vardas2257          Pavarde2257         7    8    5    6    3    6    6    7    7    3    5    
Vardas2258          Pavarde2258         8    7    4    10   3    6    7    10   7    9    1    
Vardas2259          Pavarde2259         3    7    3    9    2    9    8    9    10   10   5    
Vardas2260          Pavarde2260         7    4    2    3    2    9    2    2    7    3    8    
Vardas2261          Pavarde2261         10   5    3    7    8    5    3    3    4    4    7    
Vardas2262          Pavarde2262         9    9    1    3    2    1    2    7    2    8    6    
Vardas2263          Pavarde2263         3    10   6    8    5    1    7    9    1    5    4    
Vardas2264          Pavarde2264         10   2    8    9    5    6    7    5    5    8    5    
Vardas2265          Pavarde2265         3    2    7    10   6    5    9    8    5    6    2    
Vardas2266          Pavarde2266         8    1    9    3    9    3    7    10   9    8    2    
Vardas2267          Pavarde2267         5    6    7    1    3    5    10   4    2    3    4    
Vardas2268          Pavarde2268         7    2    8    1    3    8    5    8    3    3    7    
Vardas2269          Pavarde2269         5    3    2    10   9    4    10   10   9    8    10   
Vardas2270          Pavarde2270         3    10   7    8    2    7    2    3    9    9    9    
Vardas2271          Pavarde2271         5    7    7    7    2    6    6    6    10   7    10   
Vardas2272          Pavarde2272         4    5    7    9    3    2    3    10   4    4    3    
Vardas2273          Pavarde2273         3    10   1    3    9    8    1    9    5    4    4    
Vardas2274          Pavarde2274         7    10   2    5    9    9    1    5    8    5    7    
Vardas2275          Pavarde2275         4    6    6    8    8    6    2    5    10   3    7    
Vardas2276          Pavarde2276         8    4    2    7    3    2    1    7    7    1    8    
Vardas2277          Pavarde2277         5    5    10   2    5    10   8    3    8    5    4    
Vardas2278          Pavarde2278         1    3    2    4    3    7    2    10   2    4    10   
Vardas2279          Pavarde2279         3    7    1    1    3    3    5    6    8    8    9    
Vardas2280          Pavarde2280         10   1    5    9    3    3    9    3    5    2    7    
Vardas2281          Pavarde2281         3    4    2    5    4    5    7    6    4    1    4    
Vardas2282          Pavarde2282         4    5    8    10   2    4    2    3    7    8    5    
Vardas2283          Pavarde2283         5    2    9    3    5    2    3    5    8    2    3    
Vardas2284          Pavarde2284         1    2    5    1    3    9    5    8    2    4    10   
Vardas2285          Pavarde2285         4    8    10   7    3    10   4    6    2    3    1    
Vardas2286          Pavarde2286         1    9    10   10   2    1    4    9    8    9    1    
Vardas2287          Pavarde2287         4    9    2    8    2    7    2    9    5    1    10   
Vardas2288          Pavarde2288         5    8    7    1    6    5    1    8    9    7    4    
Vardas2289          Pavarde2289         5    8    1    1    7    8    7    4    4    4    6    
Vardas2290          Pavarde2290         7    6    9    10   9    1    10   4    5    10   1    
Vardas2291          Pavarde2291         10   8    3    9    2    4    4    7    5    2    10   
Vardas2292          Pavarde2292         8    5    1    1    2    6    5    8    3    2    5    
Vardas2293          Pavarde2293         8    1    1    2    2    3    6    9    7    2    6    
Vardas2294          Pavarde2294         4    2    1    7    1    3    10   7    8    2    9    
Vardas2295          Pavarde2295         7    2    6    5    10   1    9    7    5    7    4    
Vardas2296          Pavarde2296         6    5    4    6    2    6    9    8    8    7    10   
Vardas2297          Pavarde2297         5    1    1    3    4    9    9    2    8    1    2    
Vardas2298          Pavarde2298         4    4    1    4    6    4    10   1    6    6    9    
Vardas2299          Pavarde2299         10   7    2    5    5    6    4    3    10   9    3    
Vardas2300          Pavarde2300         2    6    6    8    10   6    8    4    7    2    6    
Vardas2301          Pavarde2301         10   3    6    8    4    9    6    7    3    6    8    
Vardas2302          Pavarde2302         7    7    2    5    9    8    5    5    8    9    8    
Vardas2303          Pavarde2303         10   6    10   1    4    7    3    1    8    9    2    
Vardas2304          Pavarde2304         9    5    3    8    5    6    4    3    10   4    9    
Vardas2305          Pavarde2305         6    5    5    5    1    10   1    1    7    2    7    
Vardas2306          Pavarde2306         5    9    3    4    3    2    8    5    2    6    2    
Vardas2307          Pavarde2307         4    4    7    8    7    5    1    8    10   1    7    
Vardas2308          Pavarde2308         2    1    2    3    4    10   4    2    9    5    1    
Vardas2309          Pavarde2309         10   2    6    10   8    9    5    7    6    3    1    
Vardas2310          Pavarde2310         4    5    7    3    3    2    10   6    5    3    8    
Vardas2311          Pavarde2311         6    2    1    6    4    3    9    9    7    9    10   
Vardas2312          Pavarde2312         2    1    1    8    4    9    9    4    10   2    5    
Vardas2313          Pavarde2313         10   7    4    6    3    1    6    2    10   10   6    
Vardas2314          Pavarde2314         5    8    1    9    4    1    7    10   6    3    5    
Vardas2315          Pavarde2315         5    10   1    2    7    4    7    2    3    5    5    
Vardas2316          Pavarde2316         10   9    8    7    6    10   4    8    7    6    7    
Vardas2317          Pavarde2317         7    3    9    4    9    2    2    7    10   2    2    
Vardas2318          Pavarde2318         1    6    8    1    4    2    8    10   4    10   1    
Vardas2319          Pavarde2319         10   6    7    3    2    8    8    7    9    4    7    
Vardas2320          Pavarde2320         1    2    4    9    8    2    10   6    9    9    7    
Vardas2321          Pavarde2321         1    7    7    6    7    6    9    9    4    5    6    
Vardas2322          Pavarde2322         10   4    5    2    4    5    10   7    2    1    4    
Vardas2323          Pavarde2323         10   3    8    9    2    3    2    3    2    6    7    
Vardas2324          Pavarde2324         7    2    8    1    1    6    3    2    10   7    4    
Vardas2325          Pavarde2325         10   7    5    10   7    3    5    4    6    8    2    
Vardas2326          Pavarde2326         6    6    4    2    9    7    5    4    9    9    8    
Vardas2327          Pavarde2327         4    2    4    6    8    4    3    2    4    5    4    
Vardas2328          Pavarde2328         3    7    1    2    3    1    1    3    10   8    7    
Vardas2329          Pavarde2329         4    6    8    8    2    2    8    8    4    9    2    
Vardas2330          Pavarde2330         10   8    1    9    6    2    4    7    2    6    8    
Vardas2331          Pavarde2331         4    7    9    6    2    5    1    8    5    6    8    
Vardas2332          Pavarde2332         6    6    10   6    4    2    3    5    1    4    3    
Vardas2333          Pavarde2333         2    4    3    5    5    3    5    3    6    9    6    
Vardas2334          Pavarde2334         3    4    7    4    8    2    5    10   9    3    3    
Vardas2335          Pavarde2335         2    10   6    5    3    3    9    10   9    2    3    
Vardas2336          Pavarde2336         4    8    6    5    2    6    6    7    8    5    3    
